input_question,mapped_question,expected_tag,predicted_tag,cosine_similarity,classifier_confidence,prediction_source,question,primary_tag,top1_correct,topk_correct,top_k_tags,top_k_scores,top_k_sources,all_fused_tags,all_fused_scores,all_fused_sources,num_dropped
আমি স্মার্ট কার্ড চেয়েছিলাম কিন্তু সাধারণ পেপার প্রিন্টই পাওয়া যাচ্ছে—স্মার্টকার্ড কি পরে দেওয়া হবে?,"স্মার্ট কার্ডের জন্য টিক দিয়েছিলাম, কিন্তু কাগজের কপি পেলাম—স্মার্ট কার্ড কি পরে দেওয়া হবে?",smart_card_selected_but_get_pdf,smart_card_selected_but_get_pdf,0.961126,0.999896,sts+classifier,আমি স্মার্ট কার্ড চেয়েছিলাম কিন্তু সাধারণ পেপার প্রিন্টই পাওয়া যাচ্ছে—স্মার্টকার্ড কি পরে দেওয়া হবে?,smart_card_selected_but_get_pdf,1,1,smart_card_selected_but_get_pdf,1.000000,sts+classifier,smart_card_selected_but_get_pdf|smart_card_lost_reissue|smart_card_print_problem|new_voter_got_normal_card_when_get_smart_card|smart_card_distributed_in_my_area_but_my_card_not_received|smart_card_ready_sms|smart_card_lost_how_to_get_new_one_again|reissue_apply_why_pending_and_urgent_reissue_seven_days_over|voter_card_damaged|previous_information_in_downloaded_card_after_correction|card_damaged_how_to_get_new_card|photo_sms_but_not_in_upzila_other_when|smart_card_status|age_and_dob_correction|no_download_option_after_correction|no_husband_name_in_smart_card|not_getting_smart_card_though_newer_voter_getting|smart_card_collect_by_other|new_card_got_old_card_found_what_to_do|smart_card_fee|new_nid_card_age|qr_code_clarification|correction_applied_more_correction_needed|nid_registration_age|smart_card_collection_fees,1.000000|0.000085|0.000005|0.000004|0.000003|0.000001|0.000001|0.000001|0.000001|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,24
স্মার্ট NID রি-প্রিন্ট কি বর্তমানে সম্ভব? আমি কেবল পিডিএফই পেয়েছি।,স্মার্ট এনআইডি রি-প্রিন্ট কবে চালু হবে—এখন তো পিডিএফই দিচ্ছে?,smart_card_selected_but_get_pdf,smart_card_selected_but_get_pdf,0.952487,0.998904,sts+classifier,স্মার্ট NID রি-প্রিন্ট কি বর্তমানে সম্ভব? আমি কেবল পিডিএফই পেয়েছি।,smart_card_selected_but_get_pdf,1,1,smart_card_selected_but_get_pdf,1.000000,sts+classifier,smart_card_selected_but_get_pdf|smart_card_lost_reissue|new_voter_got_normal_card_when_get_smart_card|smart_card_lost_how_to_get_new_one_again|smart_card_print_problem|smart_card_ready_sms|card_damaged_how_to_get_new_card|smart_card_distributed_in_my_area_but_my_card_not_received|smart_card_status|reissue_apply_why_pending_and_urgent_reissue_seven_days_over|voter_card_damaged|previous_information_in_downloaded_card_after_correction|photo_sms_but_not_in_upzila_other_when|age_and_dob_correction|no_download_option_after_correction|new_card_got_old_card_found_what_to_do|no_husband_name_in_smart_card|smart_card_fee|not_getting_smart_card_though_newer_voter_getting|updated_nid_after_correction|new_voter_smart_card_how_to_get|smart_card_collect_by_other|wish_to_create_nid_smart_card_new|qr_code_clarification|nid_registration_age,1.000000|0.000877|0.000071|0.000034|0.000031|0.000029|0.000015|0.000013|0.000007|0.000005|0.000003|0.000001|0.000001|0.000001|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,24
স্মার্ট/চিপ কার্ড আপডেট করে কেন শুধু সফট কপি পেলাম—প্লাস্টিক কার্ড পাওয়ার কোনো সময়সূচি আছে?,স্মার্ট কার্ড সংশোধনের পর কেন শুধু পিডিএফ পেয়েছি? আসল স্মার্ট বা প্লাস্টিকের কার্ড কবে পাবো?,smart_card_selected_but_get_pdf,smart_card_selected_but_get_pdf,0.936998,0.999693,sts+classifier,স্মার্ট/চিপ কার্ড আপডেট করে কেন শুধু সফট কপি পেলাম—প্লাস্টিক কার্ড পাওয়ার কোনো সময়সূচি আছে?,smart_card_selected_but_get_pdf,1,1,smart_card_selected_but_get_pdf,1.000000,sts+classifier,smart_card_selected_but_get_pdf|new_voter_got_normal_card_when_get_smart_card|smart_card_lost_reissue|smart_card_print_problem|smart_card_distributed_in_my_area_but_my_card_not_received|smart_card_ready_sms|smart_card_lost_how_to_get_new_one_again|smart_card_status|reissue_apply_why_pending_and_urgent_reissue_seven_days_over|card_damaged_how_to_get_new_card|no_husband_name_in_smart_card|age_and_dob_correction|voter_card_damaged|photo_sms_but_not_in_upzila_other_when|previous_information_in_downloaded_card_after_correction|new_voter_smart_card_how_to_get|not_getting_smart_card_though_newer_voter_getting|husband_name_previous_card|no_download_option_after_correction|new_card_got_old_card_found_what_to_do|smart_card_fee|representative_contact_outside_business_hours|new_nid_card_age|smart_card_collect_by_other|foreign_resident_card_collection,1.000000|0.000163|0.000082|0.000027|0.000023|0.000004|0.000003|0.000002|0.000001|0.000001|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,24
"কারেকশনের সময় স্মার্টকার্ড বেছে নিয়েছিলাম, তবু কার্ড পাইনি; এখন স্মার্টকার্ড পাওয়ার উপায় কী?","আমি স্মার্ট কার্ড সংশোধন করতে স্মার্ট কার্ড অপশন সিলেক্ট করলাম, কিন্তু স্মার্ট কার্ড আসে নাই নরমাল কার্ড পাইছি, এখন স্মার্ট কার্ড কবে পাবো?",smart_card_selected_but_get_pdf,smart_card_selected_but_get_pdf,0.958424,0.809901,sts+classifier,"কারেকশনের সময় স্মার্টকার্ড বেছে নিয়েছিলাম, তবু কার্ড পাইনি; এখন স্মার্টকার্ড পাওয়ার উপায় কী?",smart_card_selected_but_get_pdf,1,1,smart_card_selected_but_get_pdf,1.000000,sts+classifier,smart_card_selected_but_get_pdf|not_getting_smart_card_though_newer_voter_getting|smart_card_distributed_in_my_area_but_my_card_not_received|card_damaged_how_to_get_new_card|new_card_got_old_card_found_what_to_do|new_voter_got_normal_card_when_get_smart_card|voter_slip_lost_how_to_get_nid|reissue_apply_why_pending_and_urgent_reissue_seven_days_over|previous_information_in_downloaded_card_after_correction|voter_card_damaged|smart_card_status|educational_qualification_correction|foreign_resident_card_collection|no_download_option_after_correction|new_voter_smart_card_how_to_get|correction_slip_lost_can_get_card|correction_applied_more_correction_needed|smart_card_ready_sms|smart_card_print_problem|receipt_lost_how_to_get_new_card|card_lost_no_info_how_to_get_new|photo_done_years_ago_but_no_card|smart_card_collect_by_other,1.000000|0.032139|0.016341|0.006411|0.002035|0.001809|0.001493|0.000849|0.000803|0.000613|0.000491|0.000400|0.000359|0.000358|0.000242|0.000169|0.000151|0.000123|0.000080|0.000061|0.000047|0.000041|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,22
"এখন কি সংশোধনের পর স্মার্ট এনআইডির হার্ড কপি দেওয়া হচ্ছে, নাকি শুধু পিডিএফ? পেলে কবে?",স্মার্ট এনআইডি রি-প্রিন্ট কবে চালু হবে—এখন তো পিডিএফই দিচ্ছে?,smart_card_selected_but_get_pdf,smart_card_selected_but_get_pdf,0.942839,0.999988,sts+classifier,"এখন কি সংশোধনের পর স্মার্ট এনআইডির হার্ড কপি দেওয়া হচ্ছে, নাকি শুধু পিডিএফ? পেলে কবে?",smart_card_selected_but_get_pdf,1,1,smart_card_selected_but_get_pdf,1.000000,sts+classifier,smart_card_selected_but_get_pdf|smart_card_lost_reissue|previous_information_in_downloaded_card_after_correction|no_download_option_after_correction|new_voter_got_normal_card_when_get_smart_card|updated_nid_after_correction|smart_card_distributed_in_my_area_but_my_card_not_received|smart_card_lost_how_to_get_new_one_again|smart_card_ready_sms|card_damaged_how_to_get_new_card|smart_card_status|smart_card_print_problem|age_and_dob_correction|correction_applied_more_correction_needed|reissue_apply_why_pending_and_urgent_reissue_seven_days_over|voter_card_damaged|correction_slip_lost_can_get_card|new_card_got_old_card_found_what_to_do|new_voter_smart_card_how_to_get|correction_application_current_status|qr_code_clarification|foreign_resident_card_collection|not_getting_smart_card_though_newer_voter_getting|ten_digit_nid_password_changing_problem|educational_qualification_correction,1.000000|0.000006|0.000002|0.000001|0.000001|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,24
আমার স্মার্ট জাতীয় পরিচয়পত্র মুদ্রিত হয়েছে কি না জানার উপায় কী?,আমার জাতীয় পরিচয়পত্রের স্মার্ট কার্ডটি ছাপা হয়েছে কি না নিশ্চিত করার উপায় কী?,smart_card_status,smart_card_status,0.967777,0.977745,sts+classifier,আমার স্মার্ট জাতীয় পরিচয়পত্র মুদ্রিত হয়েছে কি না জানার উপায় কী?,smart_card_status,1,1,smart_card_status,1.000000,sts+classifier,smart_card_status|smart_card_printing_status_sms_how|smart_card_ready_sms|smart_card_print_problem|not_getting_smart_card_though_newer_voter_getting|smart_card_from_where|wish_to_create_nid_smart_card_new|smart_card_distributed_in_my_area_but_my_card_not_received|smart_card_selected_but_get_pdf|photo_done_years_ago_but_no_card|no_otp_in_registration|correction_application_status|nrb_application_status|smart_card_fee|no_husband_name_in_smart_card|smart_card_lost_reissue|voter_slip_lost_how_to_get_nid|permanent_address_change_process_duration|smart_card_lost_how_to_get_new_one_again|card_damaged_how_to_get_new_card|foreign_resident_card_collection|smart_card_collection_fees|new_voter_smart_card_how_to_get|new_voter_got_normal_card_when_get_smart_card|smart_card_collect_by_other,1.000000|0.021771|0.000283|0.000241|0.000225|0.000070|0.000055|0.000044|0.000021|0.000008|0.000004|0.000003|0.000003|0.000003|0.000002|0.000002|0.000002|0.000002|0.000002|0.000001|0.000001|0.000001|0.000000|0.000000|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,24
স্মার্ট এনআইডি কার্ডের প্রিন্টিং স্ট্যাটাস কোথায় এবং কীভাবে যাচাই করবো?,স্মার্ট এনআইডি কার্ড প্রিন্ট হয়েছে কিনা চেক করার উপায়?,smart_card_status,smart_card_status,0.952886,0.998063,sts+classifier,স্মার্ট এনআইডি কার্ডের প্রিন্টিং স্ট্যাটাস কোথায় এবং কীভাবে যাচাই করবো?,smart_card_status,1,1,smart_card_status,1.000000,sts+classifier,smart_card_status|smart_card_from_where|not_getting_smart_card_though_newer_voter_getting|wish_to_create_nid_smart_card_new|smart_card_printing_status_sms_how|new_voter_smart_card_how_to_get|photo_done_years_ago_but_no_card|voter_slip_lost_how_to_get_nid|foreign_resident_card_collection|correction_application_status|smart_card_distributed_in_my_area_but_my_card_not_received|card_damaged_how_to_get_new_card|smart_card_selected_but_get_pdf|nrb_application_status|profession_change|smart_card_print_problem|nid_information_misentry_correction_procedure|smart_card_lost_how_to_get_new_one_again|smart_card_ready_sms|card_lock|card_avail_after_address_change|service_provided|correction_application_current_status|card_information_correction|voter_area_query,1.000000|0.001677|0.000084|0.000080|0.000040|0.000014|0.000008|0.000008|0.000007|0.000005|0.000003|0.000003|0.000002|0.000002|0.000001|0.000001|0.000001|0.000001|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,24
"আমি যে স্মার্ট কার্ডের জন্য আবেদন করেছি, তার বর্তমান অগ্রগতি কীভাবে জানতে পারি?","আমার স্মার্ট কার্ড পেতে যে আবেদন করেছি, এখন সেটার স্ট্যাটাস কি?",smart_card_status,smart_card_status,0.966631,0.933102,sts+classifier,"আমি যে স্মার্ট কার্ডের জন্য আবেদন করেছি, তার বর্তমান অগ্রগতি কীভাবে জানতে পারি?",smart_card_status,1,1,smart_card_status,1.000000,sts+classifier,smart_card_status|correction_application_status|smart_card_printing_status_sms_how|nrb_application_status|not_getting_smart_card_though_newer_voter_getting|photo_done_years_ago_but_no_card|correction_application_current_status|smart_card_distributed_in_my_area_but_my_card_not_received|foreign_resident_card_collection|wish_to_create_nid_smart_card_new|smart_card_from_where|smart_card_ready_sms|smart_card_selected_but_get_pdf|online_card_correction_application_done_now_what|permanent_address_change_process_duration|foreign_resident_action_after_biometrics_new|picture_done_but_lost_or_no_sms_slip|present_address_change_process_duration|no_otp_in_registration|voter_slip_lost_how_to_get_nid|new_voter_card_getting_time|card_avail_after_address_change|foreign_resident_card_picture_done__inquery_done_no_msg_new|updated_nid_after_correction|smart_card_print_problem,1.000000|0.043984|0.027043|0.020882|0.001506|0.000947|0.000759|0.000299|0.000068|0.000059|0.000040|0.000037|0.000020|0.000017|0.000013|0.000012|0.000006|0.000005|0.000003|0.000003|0.000002|0.000002|0.000002|0.000001|0.000000,sts+classifier|classifier|sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,24
আমার স্মার্টকার্ড ছাপানো শেষ হয়েছে কিনা নিশ্চিত করার প্রক্রিয়া কী?,আমার স্মার্ট কার্ড তৈরি শেষ হয়েছে কিনা জানার নিয়মটা বলবেন?,smart_card_status,smart_card_status,0.967690,0.999510,sts+classifier,আমার স্মার্টকার্ড ছাপানো শেষ হয়েছে কিনা নিশ্চিত করার প্রক্রিয়া কী?,smart_card_status,1,1,smart_card_status,1.000000,sts+classifier,smart_card_status|smart_card_printing_status_sms_how|smart_card_print_problem|not_getting_smart_card_though_newer_voter_getting|smart_card_distributed_in_my_area_but_my_card_not_received|smart_card_selected_but_get_pdf|smart_card_from_where|correction_application_status|card_damaged_how_to_get_new_card|smart_card_ready_sms|wish_to_create_nid_smart_card_new|photo_done_years_ago_but_no_card|nrb_application_status|voter_slip_lost_how_to_get_nid|permanent_address_change_process_duration|card_lock|no_otp_in_registration|correction_application_current_status|fingerprint_error_info_not_found|smart_card_lost_reissue|no_husband_name_in_smart_card|smart_card_lost_how_to_get_new_one_again|new_voter_card_getting_time|nid_information_misentry_correction_procedure|updated_nid_after_correction,1.000000|0.000119|0.000107|0.000081|0.000075|0.000036|0.000015|0.000012|0.000009|0.000007|0.000006|0.000005|0.000003|0.000002|0.000002|0.000001|0.000001|0.000001|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,24
"আমি কবে স্মার্ট এনআইডি হাতে পাবো, বলবেন?",,smart_card_status,smart_card_status,,0.736695,classifier,"আমি কবে স্মার্ট এনআইডি হাতে পাবো, বলবেন?",smart_card_status,1,1,smart_card_status,1.000000,classifier,smart_card_status|smart_card_distributed_in_my_area_but_my_card_not_received|wish_to_create_nid_smart_card_new|smart_card_ready_sms|smart_card_print_problem|smart_card_selected_but_get_pdf|correction_application_status|new_voter_got_normal_card_when_get_smart_card|new_voter_card_getting_time|smart_card_fee|smart_card_collection_fees|smart_card_printing_status_sms_how|photo_done_years_ago_but_no_card|new_voter_smart_card_how_to_get|smart_card_collect_by_other|nrb_application_status|correction_application_current_status|permanent_address_change_process_duration|foreign_resident_card_collection|photo_sms_but_not_in_upzila_other_when|faster_voter_registration|smart_card_lost_reissue|request_for_clear_pronunciation,1.000000|0.024513|0.021940|0.018819|0.017472|0.007906|0.004165|0.003278|0.002160|0.001931|0.001212|0.001200|0.000912|0.000476|0.000401|0.000329|0.000300|0.000195|0.000097|0.000075|0.000072|0.000057|0.000000,classifier|classifier|classifier|sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,22
স্মার্ট কার্ড ইস্যুর অবস্থা জানতে কার সঙ্গে যোগাযোগ করতে হবে?,স্মার্ট কার্ডের অবস্থা জানতে কোন দপ্তরে যাওয়া দরকার?,smart_card_status,not_getting_smart_card_though_newer_voter_getting,0.965122,0.450229,sts+classifier,স্মার্ট কার্ড ইস্যুর অবস্থা জানতে কার সঙ্গে যোগাযোগ করতে হবে?,not_getting_smart_card_though_newer_voter_getting,0,0,not_getting_smart_card_though_newer_voter_getting,0.952471,sts+classifier,not_getting_smart_card_though_newer_voter_getting|photo_done_years_ago_but_no_card|smart_card_printing_status_sms_how|card_lock|voter_slip_lost_how_to_get_nid|correction_application_status|wish_to_create_nid_smart_card_new|nrb_application_status|nid_information_misentry_correction_procedure|card_damaged_how_to_get_new_card|smart_card_print_problem|smart_card_lost_how_to_get_new_one_again|foreign_resident_card_collection|picture_done_but_lost_or_no_sms_slip|profession_change|new_voter_smart_card_how_to_get|how_to_complain_not_getting_help_from_election_office|voter_slip_lost_how_to_get_new_card|correction_application_current_status|receipt_lost_how_to_get_new_card|smart_card_collect_by_other|smart_card_fee,0.952471|0.042688|0.001186|0.000679|0.000499|0.000462|0.000324|0.000224|0.000202|0.000173|0.000116|0.000072|0.000053|0.000023|0.000017|0.000012|0.000009|0.000008|0.000004|0.000003|0.000001|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,21
এনআইডি স্মার্ট কার্ড প্রিন্ট সম্পন্ন হয়েছে কিনা যাচাই করার নিয়মটা বলবেন?,স্মার্ট এনআইডি কার্ড প্রিন্ট হয়েছে কিনা চেক করার উপায়?,smart_card_status,smart_card_status,0.973452,0.995471,sts+classifier,এনআইডি স্মার্ট কার্ড প্রিন্ট সম্পন্ন হয়েছে কিনা যাচাই করার নিয়মটা বলবেন?,smart_card_status,1,1,smart_card_status,1.000000,sts+classifier,smart_card_status|smart_card_printing_status_sms_how|wish_to_create_nid_smart_card_new|smart_card_ready_sms|smart_card_print_problem|smart_card_selected_but_get_pdf|not_getting_smart_card_though_newer_voter_getting|smart_card_from_where|smart_card_distributed_in_my_area_but_my_card_not_received|card_damaged_how_to_get_new_card|smart_card_lost_how_to_get_new_one_again|correction_application_status|smart_card_lost_reissue|voter_slip_lost_how_to_get_nid|no_otp_in_registration|nrb_application_status|new_voter_smart_card_how_to_get|foreign_resident_card_collection|photo_done_years_ago_but_no_card|smart_card_fee|new_voter_got_normal_card_when_get_smart_card|correction_application_current_status|permanent_address_change_process_duration|fingerprint_error_info_not_found|no_husband_name_in_smart_card,1.000000|0.001859|0.000393|0.000137|0.000111|0.000093|0.000062|0.000045|0.000011|0.000010|0.000005|0.000005|0.000004|0.000003|0.000003|0.000003|0.000002|0.000002|0.000001|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,sts+classifier|sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,24
আমার স্মার্ট কার্ড বিতরণ কবে শুরু হবে—জানাবেন কি?,বিতরণ শেষ—আমার স্মার্ট কার্ড কি পরে দেওয়া হবে?,smart_card_status,smart_card_distributed_in_my_area_but_my_card_not_received,0.960335,0.740136,sts+classifier,আমার স্মার্ট কার্ড বিতরণ কবে শুরু হবে—জানাবেন কি?,smart_card_distributed_in_my_area_but_my_card_not_received,0,0,smart_card_distributed_in_my_area_but_my_card_not_received,0.848220,sts+classifier,smart_card_distributed_in_my_area_but_my_card_not_received|new_voter_got_normal_card_when_get_smart_card|smart_card_print_problem|smart_card_ready_sms|smart_card_from_where|smart_card_selected_but_get_pdf|photo_done_years_ago_but_no_card|wish_to_create_nid_smart_card_new|smart_card_collect_by_other|new_voter_card_getting_time|smart_card_fee|no_husband_name_in_smart_card|new_voter_smart_card_how_to_get|permanent_address_change_process_duration|smart_card_collection_fees|correction_application_status|foreign_resident_card_collection|photo_sms_but_not_in_upzila_other_when|smart_card_lost_reissue|nrb_application_status|card_damaged_how_to_get_new_card|card_lock,0.848220|0.017275|0.006481|0.005155|0.004248|0.003349|0.001076|0.000695|0.000363|0.000260|0.000231|0.000189|0.000157|0.000093|0.000074|0.000069|0.000050|0.000048|0.000037|0.000010|0.000003|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,21
স্মার্ট এনআইডির স্টেটাসটা কীভাবে ট্র্যাক করবো?,স্মার্ট এনআইডির ইস্যু স্ট্যাটাস দেখার উপায় কী?,smart_card_status,smart_card_status,0.968248,0.991157,sts+classifier,স্মার্ট এনআইডির স্টেটাসটা কীভাবে ট্র্যাক করবো?,smart_card_status,1,1,smart_card_status,1.000000,sts+classifier,smart_card_status|smart_card_from_where|not_getting_smart_card_though_newer_voter_getting|wish_to_create_nid_smart_card_new|correction_application_status|photo_done_years_ago_but_no_card|smart_card_distributed_in_my_area_but_my_card_not_received|smart_card_printing_status_sms_how|card_lock|correction_application_current_status|profession_change|request_for_clear_pronunciation|smart_card_print_problem|nrb_application_status|voter_slip_lost_how_to_get_nid|nid_information_misentry_correction_procedure|new_voter_smart_card_how_to_get|card_information_correction|smart_card_selected_but_get_pdf|service_provided|card_damaged_how_to_get_new_card|smart_card_ready_sms|permanent_address_change_process_duration|foreign_resident_card_collection|double_voter_registration_issue,1.000000|0.005162|0.001906|0.000625|0.000611|0.000128|0.000107|0.000080|0.000039|0.000036|0.000032|0.000024|0.000023|0.000023|0.000018|0.000014|0.000006|0.000004|0.000003|0.000003|0.000003|0.000001|0.000001|0.000000|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,24
স্মার্ট কার্ডের প্রিন্ট হয়েছে কিনা জানতে হলে কোন পদ্ধতি অনুসরণ করবো?,স্মার্ট কার্ড প্রিন্টেড কিনা নিশ্চিত করার জন্য কী ধাপ নেবো?,smart_card_status,smart_card_status,0.978388,0.999908,sts+classifier,স্মার্ট কার্ডের প্রিন্ট হয়েছে কিনা জানতে হলে কোন পদ্ধতি অনুসরণ করবো?,smart_card_status,1,1,smart_card_status,1.000000,sts+classifier,smart_card_status|smart_card_printing_status_sms_how|smart_card_from_where|not_getting_smart_card_though_newer_voter_getting|photo_done_years_ago_but_no_card|wish_to_create_nid_smart_card_new|correction_application_status|smart_card_print_problem|smart_card_distributed_in_my_area_but_my_card_not_received|nrb_application_status|voter_slip_lost_how_to_get_nid|smart_card_selected_but_get_pdf|smart_card_ready_sms|card_damaged_how_to_get_new_card|foreign_resident_card_collection|new_voter_smart_card_how_to_get|correction_application_current_status|card_lock|smart_card_lost_how_to_get_new_one_again|profession_change|card_avail_after_address_change|no_otp_in_registration|nid_information_misentry_correction_procedure|picture_done_but_lost_or_no_sms_slip|smart_card_lost_reissue,1.000000|0.000050|0.000020|0.000012|0.000002|0.000002|0.000001|0.000001|0.000001|0.000001|0.000001|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,24
আমার স্মার্ট আইডি কার্ড কবে হস্তান্তর হবে জানতে চাই।,আমার স্মার্ট কার্ডের বর্তমান আইডি জানতে চাই।,smart_card_status,smart_card_status,0.956430,0.725297,sts+classifier,আমার স্মার্ট আইডি কার্ড কবে হস্তান্তর হবে জানতে চাই।,smart_card_status,1,1,smart_card_status,1.000000,sts+classifier,smart_card_status|smart_card_selected_but_get_pdf|smart_card_print_problem|new_voter_got_normal_card_when_get_smart_card|permanent_address_change_process_duration|not_getting_smart_card_though_newer_voter_getting|smart_card_from_where|new_voter_card_getting_time|smart_card_ready_sms|correction_application_status|wish_to_create_nid_smart_card_new|nrb_application_status|foreign_resident_card_collection|smart_card_printing_status_sms_how|photo_done_years_ago_but_no_card|card_damaged_how_to_get_new_card|new_voter_smart_card_how_to_get|smart_card_collect_by_other|online_application_pending|no_husband_name_in_smart_card|smart_card_fee|correction_application_current_status|updated_nid_after_correction|reissue_apply_why_pending_and_urgent_reissue_seven_days_over,1.000000|0.030534|0.024890|0.011964|0.008750|0.007508|0.005251|0.004895|0.003174|0.000797|0.000488|0.000443|0.000285|0.000252|0.000191|0.000132|0.000105|0.000075|0.000071|0.000031|0.000029|0.000019|0.000011|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,23
অনলাইনে কি স্মার্ট কার্ডের প্রিন্টিং অবস্থা দেখা যায়? হলে কেমন করে দেখবো?,স্মার্ট কার্ডের প্রিন্টিং তথ্য কি অনলাইনে দেখা যায়?,smart_card_status,smart_card_status,0.964049,0.999736,sts+classifier,অনলাইনে কি স্মার্ট কার্ডের প্রিন্টিং অবস্থা দেখা যায়? হলে কেমন করে দেখবো?,smart_card_status,1,1,smart_card_status,1.000000,sts+classifier,smart_card_status|smart_card_printing_status_sms_how|smart_card_selected_but_get_pdf|smart_card_print_problem|smart_card_from_where|correction_application_status|wish_to_create_nid_smart_card_new|not_getting_smart_card_though_newer_voter_getting|smart_card_ready_sms|smart_card_distributed_in_my_area_but_my_card_not_received|nrb_application_status|card_damaged_how_to_get_new_card|voter_slip_lost_how_to_get_nid|correction_application_current_status|no_otp_in_registration|photo_done_years_ago_but_no_card|fingerprint_error_info_not_found|smart_card_lost_reissue|foreign_resident_card_collection|smart_card_lost_how_to_get_new_one_again|new_voter_smart_card_how_to_get|permanent_address_change_process_duration|font_problem_in_new_voter_registration_form|card_lock|nid_information_misentry_correction_procedure,1.000000|0.000189|0.000017|0.000015|0.000011|0.000009|0.000009|0.000005|0.000004|0.000001|0.000001|0.000001|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,24
